Time (s),Commanded (deg),SPI (deg)
9.5367431640625e-07,-0.0001513817731071921,-0.009816169738769531
0.1369321346282959,-0.00014431336346794576,-0.009763956069946289
0.27570343017578125,-0.00013270097620346968,-0.009659528732299805
0.41600465774536133,-0.0001116640427533318,-0.009711742401123047
0.5453243255615234,-8.019279031192556e-05,-0.009659528732299805
0.680131196975708,-8.069767671472887e-05,-0.009763956069946289
0.8179304599761963,-7.480733534869025e-05,-0.009659528732299805
0.9578709602355957,-6.302665261661306e-05,-0.009711742401123047
1.0961267948150635,-5.141426535213695e-05,-0.009816169738769531
1.235785722732544,-2.970415003159467e-05,-0.009868383407592773
1.3698794841766357,-9.508693919462316e-06,-0.009868383407592773
1.503675937652588,-1.0181875789866727e-05,-0.009816169738769531
1.6480765342712402,-9.003807516659008e-06,-0.009763956069946289
1.780122995376587,-9.003807516659008e-06,-0.009659528732299805
1.913609266281128,-9.003807516659008e-06,-0.009868383407592773
2.0526955127716064,0.00016535029691808363,-0.009763956069946289
2.1811678409576416,0.004886711344999426,-0.009711742401123047
2.3304855823516846,0.01036523370181813,-0.009816169738769531
2.4697442054748535,0.012781620025634766,-0.009763956069946289
2.609785556793213,0.014780633589800666,-0.0100250244140625
2.7490477561950684,0.016808930565329158,-0.010286092758178711
2.8883399963378906,0.018251054427203012,-0.01075601577758789
3.0235626697540283,0.019762684317196116,-0.011330366134643555
3.1565048694610596,0.021185117609360638,-0.012217998504638672
3.2937521934509277,0.022806644439697266,-0.013001203536987305
3.4290668964385986,0.02602714650771197,-0.01263570785522461
3.582486629486084,0.027323021608240464,-0.012322425842285156
3.7191314697265625,0.03370512233060949,-0.008093118667602539
3.856567859649658,0.03751364876242245,-0.004908084869384766
3.995748519897461,0.05088977252735811,0.007257699966430664
4.136678695678711,0.057784164653104896,0.01409769058227539
4.267972946166992,0.06163123074699851,0.01790928840637207
4.400552272796631,0.06796486237469841,0.023809432983398438
4.528590202331543,0.07149772083058077,0.027255535125732422
4.6624391078948975,0.07810365452485926,0.03393888473510742
4.7917492389678955,0.08891731150010053,0.044016122817993164
4.922597885131836,0.09460872762343463,0.04965519905090332
5.055936574935913,0.09976479586432963,0.05492877960205078
5.190388917922974,0.10527680901920095,0.05999350547790527
5.323918104171753,0.1090691790861242,0.06422281265258789
5.460193395614624,0.1149738255669089,0.07001852989196777
5.612573623657227,0.11922766180599437,0.07424783706665039
5.755797386169434,0.12790329316083124,0.08213210105895996
5.890094041824341,0.13220711315379424,0.08704018592834473
6.023884296417236,0.13765365937176874,0.0925748348236084
6.158904790878296,0.14109530168421128,0.09622979164123535
6.29245924949646,0.1442563954521628,0.09936261177062988
6.42446756362915,0.15445459590238683,0.10949206352233887
6.580693006515503,0.1573159554425408,0.11293816566467285
6.717376947402954,0.16353228512932272,0.11857724189758301
6.853311061859131,0.16655941570506377,0.12186670303344727
6.988603353500366,0.17559637742884018,0.13022089004516602
7.124556064605713,0.17938655965468464,0.13471126556396484
7.264532566070557,0.18462728051578298,0.13977599143981934
7.402882099151611,0.18804317362168255,0.1433265209197998
7.535370349884033,0.19108275806202607,0.1464071273803711
7.672483921051025,0.20036913366878734,0.15564894676208496
7.812704086303711,0.20331968980676987,0.158677339553833
7.951583623886108,0.20922282162834616,0.16442084312438965
8.090331792831421,0.2125256201800178,0.1677103042602539
8.240655899047852,0.21687151403988109,0.17230510711669922
8.374479532241821,0.22636792239020853,0.18165135383605957
8.514207601547241,0.2309719814973719,0.18608951568603516
8.645976543426514,0.23449894961188822,0.18958783149719238
8.778302431106567,0.23767855588127584,0.19277286529541016
8.91593599319458,0.2444940174327177,0.1997694969177246
9.047582387924194,0.24973810420316808,0.20462536811828613
9.176004409790039,0.2544744435478659,0.20932459831237793
9.310620784759521,0.2579231542699477,0.2128751277923584
9.444239616394043,0.2611488734974581,0.21600794792175293
9.578894853591919,0.2680429290322697,0.22279572486877441
9.714420318603516,0.2733942200155819,0.2282259464263916
9.848480463027954,0.27849390927483053,0.2331862449645996
9.989140748977661,0.28190744624418373,0.23668456077575684
10.125421285629272,0.2850959721733542,0.23976516723632812
10.26012110710144,0.29115696514354034,0.24608302116394043
10.397317171096802,0.2972394999335794,0.2518787384033203
10.526570320129395,0.3026697214911966,0.25736117362976074
10.66176176071167,0.3058488228741814,0.2604939937591553
10.789958953857422,0.30875881980447206,0.26341795921325684
