Time (s),Commanded (deg),SPI (deg),Error (deg)
5.245208740234375e-06,-7.278778973747703e-06,0.024018287658691406,-0.024025566437665152
0.13996505737304688,-7.278778973747703e-06,0.02412271499633789,-0.024129993775311637
0.2768087387084961,-7.278778973747703e-06,0.02407050132751465,-0.024077780106488395
0.4122018814086914,-7.278778973747703e-06,0.024018287658691406,-0.024025566437665152
0.5461475849151611,-7.278778973747703e-06,0.02407050132751465,-0.024077780106488395
0.6814720630645752,-7.278778973747703e-06,0.023966073989868164,-0.02397335276884191
0.8183519840240479,-7.278778973747703e-06,0.024018287658691406,-0.024025566437665152
0.9525139331817627,-7.278778973747703e-06,0.023966073989868164,-0.02397335276884191
1.0885353088378906,-7.278778973747703e-06,0.02407050132751465,-0.024077780106488395
1.2229115962982178,-7.278778973747703e-06,0.023966073989868164,-0.02397335276884191
1.366673469543457,-7.278778973747703e-06,0.023966073989868164,-0.02397335276884191
1.5045199394226074,-7.278778973747703e-06,0.024018287658691406,-0.024025566437665152
1.6455819606781006,-7.278778973747703e-06,0.02407050132751465,-0.024077780106488395
1.7828049659729004,-7.278778973747703e-06,0.023913860321044922,-0.023921139100018668
1.919755458831787,-7.278778973747703e-06,0.024018287658691406,-0.024025566437665152
2.0587549209594727,-7.278778973747703e-06,0.023966073989868164,-0.02397335276884191
2.194627523422241,-7.278778973747703e-06,0.024018287658691406,-0.024025566437665152
2.3295857906341553,-7.278778973747703e-06,0.024018287658691406,-0.024025566437665152
2.4641311168670654,-7.278778973747703e-06,0.024018287658691406,-0.024025566437665152
2.603641986846924,-7.278778973747703e-06,0.023966073989868164,-0.02397335276884191
2.740638494491577,-7.278778973747703e-06,0.02407050132751465,-0.024077780106488395
2.878272294998169,-7.278778973747703e-06,0.023966073989868164,-0.02397335276884191
3.015227794647217,-7.278778973747703e-06,0.02407050132751465,-0.024077780106488395
3.1555674076080322,-7.278778973747703e-06,0.024018287658691406,-0.024025566437665152
3.294440746307373,-7.278778973747703e-06,0.023913860321044922,-0.023921139100018668
3.4327375888824463,-7.278778973747703e-06,0.024018287658691406,-0.024025566437665152
3.5703656673431396,-7.278778973747703e-06,0.02386164665222168,-0.023868925431195426
3.7074103355407715,-7.278778973747703e-06,0.024018287658691406,-0.024025566437665152
3.8443262577056885,-7.278778973747703e-06,0.02407050132751465,-0.024077780106488395
3.9854860305786133,-7.278778973747703e-06,0.02407050132751465,-0.024077780106488395
4.12386679649353,0.0010948882383458754,0.024018287658691406,-0.02292339942034553
4.265291690826416,0.021991968154907227,0.039003610610961914,-0.017011642456054688
4.411870718002319,0.08400682842030245,0.09998917579650879,-0.015982347376206338
4.5535948276519775,0.1435864532695097,0.16060924530029297,-0.017022792030783274
4.6996824741363525,0.19731680084677303,0.21480703353881836,-0.017490232692045332
4.8401594161987305,0.24830107127918916,0.2668640613555908,-0.018562990076401664
4.980025768280029,0.3019104144152473,0.3210618495941162,-0.019151435178868914
5.1196770668029785,0.3518192768096924,0.370821475982666,-0.019002199172973633
5.262071132659912,0.40159114669351015,0.421051025390625,-0.019459878697114852
5.399247169494629,0.450792158351225,0.47060179710388184,-0.019809638752656844
5.538757801055908,0.5026517335106345,0.5233898162841797,-0.020738082773545163
5.681091785430908,0.553056141909431,0.5741937160491943,-0.02113757413976336
5.822217702865601,0.6047248700085808,0.6257808208465576,-0.021055950837976845
5.963801622390747,0.656836046892054,0.6774723529815674,-0.02063630608951339
6.104645729064941,0.7058326637043673,0.7268142700195312,-0.020981606315163992
6.247314929962158,0.7553019383374382,0.7772526741027832,-0.02195073576534501
6.3905346393585205,0.8061447564293357,0.8299362659454346,-0.023791509516098874
6.530341863632202,0.86531803187202,0.8907129764556885,-0.025394944583668422
6.681700944900513,0.9152449018814984,0.9409947395324707,-0.025749837650972274
6.822190999984741,0.9644918582018684,0.9904932975769043,-0.02600143937503585
6.97090744972229,1.0161822964163387,1.0442211627960205,-0.02803886637968178
7.115377902984619,1.0684110276839311,1.0971136093139648,-0.028702581630033697
7.262872219085693,1.121421827989466,1.1499016284942627,-0.028479800504796593
7.404522895812988,1.171451863120584,1.2004444599151611,-0.02899259679457722
7.546964168548584,1.2225026944104362,1.2516138553619385,-0.029111160951502235
7.688460111618042,1.2726227676167208,1.3017911911010742,-0.029168423484353445
7.831841707229614,1.3230418177211987,1.3523340225219727,-0.02929220480077399
7.975048065185547,1.3739442965563606,1.403921127319336,-0.029976830762975304
8.117093324661255,1.42605362218969,1.4551427364349365,-0.029089114245246517
8.26128602027893,1.4771230501287125,1.5053200721740723,-0.028197022045359788
8.403119802474976,1.5278731374179615,1.555497407913208,-0.027624270495246517
8.54401159286499,1.5772528788622688,1.6053614616394043,-0.02810858277713546
8.68464708328247,1.6265751894782572,1.6552777290344238,-0.02870253955616664
8.82261037826538,1.6750741145190071,1.7043063640594482,-0.029232249540441124
8.963783025741577,1.7238455309587366,1.7541182041168213,-0.030272673158084684
9.104678392410278,1.7733254292432,1.8041911125183105,-0.030865683275110634
9.244297742843628,1.8211322812473072,1.8524887561798096,-0.031356474932502376
9.38490343093872,1.8687622967888327,1.9011518955230713,-0.032389598734238634
9.52448320388794,1.925894442726584,1.9592657089233398,-0.03337126619675579
9.68920636177063,1.9748439262895023,2.007981061935425,-0.033137135645922466
9.830209970474243,1.998614656574586,2.0331480503082275,-0.034533393733641615
9.9719877243042,1.9988818677032696,2.033931255340576,-0.035049387637306584
10.11388874053955,1.9990854578859665,2.034296751022339,-0.03521129313637239
10.257082223892212,1.99922713637352,2.034348964691162,-0.03512182831764221
10.399354696273804,1.9993128829142626,2.0346622467041016,-0.035349363789838995
10.544057130813599,1.999393023112241,2.0348188877105713,-0.0354258645983303
10.687065124511719,2.00024836378939,2.0351321697235107,-0.03488380593412055
10.824206829071045,2.0008857723544624,2.0359153747558594,-0.035029602401396964
10.964316606521606,2.001154229921453,2.036280870437622,-0.03512664051616898
11.102577924728394,2.001203303827959,2.036280870437622,-0.03507756660966299
11.241231679916382,2.0011334191350376,2.0365419387817383,-0.035408519646700665
11.379358530044556,2.001131346997093,2.0365419387817383,-0.03541059178464545
11.517531156539917,2.0013636105200825,2.036698579788208,-0.035334969268125516
11.683444499969482,2.0014359249788174,2.0367507934570312,-0.03531486847821386
11.822378635406494,2.0014654397964478,2.0368030071258545,-0.03533756732940674
11.96305227279663,2.0015215190017925,2.036907434463501,-0.03538591546170844
12.100566387176514,2.0015872331226574,2.0370118618011475,-0.035424628678490055
12.240811586380005,2.0015931918340573,2.0370640754699707,-0.03547088363591344
12.377701044082642,2.0016216811011818,2.0370118618011475,-0.03539018069996569
12.52111530303955,2.001284059356241,2.036959648132324,-0.035675588776083345
12.691672801971436,1.9808274139376247,2.036698579788208,-0.05587116585058327
12.845759391784668,1.9584559427902979,2.035810947418213,-0.077355004627915
12.990138292312622,1.9009087085723877,1.9806733131408691,-0.07976460456848145
13.132025241851807,1.8443161179037655,1.922663927078247,-0.07834780917448159
13.27695918083191,1.7859166439841776,1.864027976989746,-0.0781113330055685
13.419295310974121,1.7310451900257784,1.8089947700500488,-0.07794958002427044
13.567211151123047,1.6760605152915506,1.7526562213897705,-0.07659570609821986
13.71508240699768,1.6190399913226856,1.6948556900024414,-0.0758156986797558
13.859184741973877,1.5646858355578255,1.6403968334197998,-0.07571099786197433
14.009431838989258,1.5088152745190788,1.5839016437530518,-0.07508636923397294
14.15375280380249,1.4553702719071333,1.531113624572754,-0.0757433526656206
14.303224086761475,1.399350643157959,1.473365306854248,-0.07401466369628906
14.462021827697754,1.3414315476137049,1.419219732284546,-0.07778818467084103
14.610387325286865,1.2840422462014591,1.3630900382995605,-0.07904779209810142
14.7633216381073,1.2290790922501509,1.3086833953857422,-0.0796043031355913
14.911540269851685,1.174041425480562,1.2540156841278076,-0.07997425864724561
15.057058334350586,1.1196105480194092,1.2000789642333984,-0.08046841621398926
15.208942890167236,1.0661762321696562,1.146925449371338,-0.08074921720168171
15.355515241622925,1.010373914943022,1.0914745330810547,-0.08110061813803271
15.500914335250854,0.9584237126743093,1.0389997959136963,-0.08057608323938703
15.644075632095337,0.9060741452609792,0.9860551357269287,-0.07998099046594953
15.796314477920532,0.8529710348914651,0.9321184158325195,-0.07914738094105445
15.943293571472168,0.7973569561453426,0.8761453628540039,-0.07878840670866127
16.094194412231445,0.7440439813277301,0.8219997882843018,-0.07795580695657167
16.24074101448059,0.691657725502463,0.7692117691040039,-0.07755404360154095
16.385881185531616,0.640643835067749,0.717050313949585,-0.07640647888183594
16.532408475875854,0.5817008719724768,0.6588320732116699,-0.07713120123919315
16.688587188720703,0.5305887811324176,0.6087069511413574,-0.07811817000893984
16.834924936294556,0.47780290771933165,0.5561277866363525,-0.07832487891702089
16.988802433013916,0.42415552980759563,0.5019299983978271,-0.07777446859023152
17.144549131393433,0.3669439904830035,0.4459047317504883,-0.07896074126748476
17.293404817581177,0.3150475586161894,0.3942131996154785,-0.07916564099928913
17.441365480422974,0.26224435076994057,0.34116411209106445,-0.07891976132112388
17.591493368148804,0.20865486649905934,0.2876451015472412,-0.07899023504818187
17.742127656936646,0.15462629935320685,0.23402166366577148,-0.07939536431256464
17.888565063476562,0.10321237059200511,0.18159914016723633,-0.07838676957523122
18.033663749694824,0.05168265454909381,0.12901997566223145,-0.07733732111313764
18.18388342857361,-0.0011905642116771026,0.07591867446899414,-0.07710923868067124
18.337141275405884,-0.05681642364053165,0.02025890350341797,-0.07707532714394963
18.48260760307312,-0.10715427118189194,-0.03127598762512207,-0.07587828355676987
18.62585687637329,-0.15866530642789953,-0.08359408378601074,-0.07507122264188879
18.76540732383728,-0.20554535529192755,-0.13147401809692383,-0.07407133719500372
18.906503438949585,-0.2575833236469942,-0.18332219123840332,-0.07426113240859089
19.048414707183838,-0.30732035636901855,-0.23297739028930664,-0.07434296607971191
19.191896438598633,-0.3579133398392621,-0.28289365768432617,-0.07501968215493593
19.334834814071655,-0.40956372373244343,-0.3336975574493408,-0.07586616628310261
19.47850203514099,-0.45979941592496987,-0.3840315341949463,-0.07576788173002358
19.623606204986572,-0.5123713857987348,-0.43582749366760254,-0.07654389213113222
19.76784348487854,-0.562332924674539,-0.48574376106262207,-0.07658916361191692
19.91378879547119,-0.6163205960217644,-0.5388972759246826,-0.07742332009708175
20.06025743484497,-0.6672952736125273,-0.5894923210144043,-0.07780295259812298
20.202702283859253,-0.7188500656801111,-0.639878511428833,-0.07897155425127811
20.349642992019653,-0.769226116292617,-0.6907868385314941,-0.0784392777611228
20.499239444732666,-0.8239414972417495,-0.745089054107666,-0.07885244313408346
