utc_time,elapsed_sec,trajectory_elapsed_sec,sample_visible,tracking_started,rebuilt_trajectory,target_elapsed_sec,ideal_target_elapsed_sec,az_deg,el_deg,raw_x_angle_deg,raw_y_angle_deg,cmd_x_angle_deg,cmd_y_angle_deg,raw_dx_deg,raw_dy_deg,cmd_dx_deg,cmd_dy_deg,x_vel_deg_per_s,y_vel_deg_per_s,x_acc_deg_per_s2,y_acc_deg_per_s2,cmd_x_vel_ff_deg_per_s,cmd_y_vel_ff_deg_per_s,x_control_mode,x_input_mode,y_control_mode,y_input_mode,x_controller_vel_limit,y_controller_vel_limit,x_pos_gain,x_vel_gain,x_vel_integrator_gain,y_pos_gain,y_vel_gain,y_vel_integrator_gain,x_traj_vel_limit,x_traj_accel_limit,x_traj_decel_limit,y_traj_vel_limit,y_traj_accel_limit,y_traj_decel_limit,x_actual_deg,y_actual_deg,x_cmd_error_deg,y_cmd_error_deg,x_traj_error_deg,y_traj_error_deg,capture_error_deg,status
2026-03-25T00:53:29.895639+00:00,0.008991,0.000000,1,0,1,0.058991,0.058991,329.540756,0.294726,89.418615,59.539467,89.416849,59.548980,0.000000,0.000000,0.000000,0.000000,-0.035323,0.190259,-2.825855,15.220711,-0.035325,0.190266,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.015681,0.005335,89.401168,59.543645,89.401168,59.543645,89.401168,Waiting for rise in 11512.0 s
2026-03-25T00:53:29.978626+00:00,0.091964,0.082974,1,0,0,0.141964,0.141964,329.556555,0.296073,89.415684,59.555254,89.413917,59.564768,-0.002931,0.015787,-0.002931,0.015788,-0.035327,0.190276,-0.000067,0.000300,-0.035330,0.190291,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.025680,0.013489,89.388237,59.551279,89.388237,59.551279,89.388237,Tracking pass
2026-03-25T00:53:30.051745+00:00,0.165083,0.156092,1,0,0,0.215083,0.215083,329.570480,0.297259,89.413101,59.569167,89.411334,59.578683,-0.002583,0.013913,-0.002583,0.013915,-0.035332,0.190298,-0.000067,0.000300,-0.035335,0.190313,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.214980,0.216608,89.196354,59.362075,89.196354,59.362075,89.196354,Tracking pass
2026-03-25T00:53:30.120617+00:00,0.233959,0.224969,1,0,0,0.283959,0.283959,329.583599,0.298376,89.410667,59.582275,89.408900,59.591791,-0.002434,0.013108,-0.002434,0.013109,-0.035337,0.190319,-0.000067,0.000299,-0.035340,0.190334,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.518134,0.525255,88.890766,59.066537,88.890766,59.066537,88.890766,Tracking pass
2026-03-25T00:53:30.186632+00:00,0.299966,0.290976,1,0,0,0.349966,0.349966,329.596172,0.299445,89.408334,59.594838,89.406567,59.604356,-0.002333,0.012563,-0.002333,0.012564,-0.035341,0.190339,-0.000067,0.000299,-0.035344,0.190354,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,1.064617,0.980286,88.341950,58.624069,88.341950,58.624069,88.341950,Tracking pass
2026-03-25T00:53:30.253826+00:00,0.367160,0.358169,1,0,0,0.417160,0.417160,329.608972,0.300532,89.405959,59.607628,89.404192,59.617147,-0.002375,0.012790,-0.002375,0.012791,-0.035346,0.190359,-0.000067,0.000299,-0.035349,0.190374,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,1.602733,1.527757,87.801459,58.089389,87.801459,58.089389,87.801459,Tracking pass
2026-03-25T00:53:30.318397+00:00,0.431707,0.422717,1,0,0,0.481707,0.481707,329.621270,0.301576,89.403678,59.619916,89.401910,59.629435,-0.002282,0.012288,-0.002282,0.012289,-0.035350,0.190378,-0.000068,0.000299,-0.035353,0.190393,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,2.411215,2.346839,86.990695,57.282596,86.990695,57.282596,86.990695,Tracking pass
2026-03-25T00:53:30.426838+00:00,0.540163,0.531172,1,0,0,0.590163,0.590163,329.641936,0.303329,89.399843,59.640565,89.398076,59.650086,-0.003834,0.020649,-0.003835,0.020651,-0.035357,0.190410,-0.000068,0.000299,-0.035361,0.190425,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,3.213732,3.193259,86.184343,56.456828,86.184343,56.456828,86.184343,Tracking pass
2026-03-25T00:53:30.493995+00:00,0.607325,0.598334,1,0,0,0.657325,0.657325,329.654736,0.304413,89.397469,59.653354,89.395700,59.662876,-0.002375,0.012789,-0.002375,0.012790,-0.035362,0.190430,-0.000068,0.000298,-0.035365,0.190445,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,3.786609,3.797078,85.609091,55.865799,85.609091,55.865799,85.609091,Tracking pass
2026-03-25T00:53:30.559282+00:00,0.672597,0.663606,1,0,0,0.722597,0.722597,329.667176,0.305466,89.395160,59.665785,89.393392,59.675308,-0.002308,0.012430,-0.002309,0.012431,-0.035366,0.190450,-0.000068,0.000298,-0.035370,0.190465,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,4.391501,4.424328,85.001891,55.250979,85.001891,55.250979,85.001891,Tracking pass
2026-03-25T00:53:30.627917+00:00,0.741241,0.732250,1,0,0,0.791241,0.791241,329.680261,0.306572,89.392733,59.678859,89.390964,59.688383,-0.002428,0.013074,-0.002428,0.013075,-0.035371,0.190470,-0.000068,0.000298,-0.035374,0.190485,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,4.976222,5.036730,84.414742,54.651652,84.414742,54.651652,84.414742,Tracking pass
2026-03-25T00:53:30.694041+00:00,0.807349,0.798359,1,0,0,0.857349,0.857349,329.692864,0.307637,89.390394,59.691451,89.388625,59.700976,-0.002338,0.012592,-0.002339,0.012593,-0.035375,0.190490,-0.000068,0.000298,-0.035379,0.190505,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,5.574505,5.671148,83.814120,54.029828,83.814120,54.029828,83.814120,Tracking pass
2026-03-25T00:53:30.759777+00:00,0.873100,0.864109,1,0,0,0.923100,0.923100,329.705400,0.308696,89.388068,59.703977,89.386299,59.713502,-0.002326,0.012525,-0.002326,0.012526,-0.035380,0.190510,-0.000068,0.000298,-0.035383,0.190525,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,6.123865,6.258487,83.262434,53.455015,83.262434,53.455015,83.262434,Tracking pass
2026-03-25T00:53:30.824762+00:00,0.938084,0.929094,1,0,0,0.988084,0.988084,329.717791,0.309741,89.385769,59.716358,89.383999,59.725884,-0.002299,0.012381,-0.002300,0.012382,-0.035384,0.190529,-0.000068,0.000298,-0.035388,0.190544,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,6.661336,6.833682,82.722663,52.892203,82.722663,52.892203,82.722663,Tracking pass
2026-03-25T00:53:30.890279+00:00,1.003598,0.994607,1,0,0,1.053598,1.053598,329.730284,0.310794,89.383450,59.728840,89.381681,59.738368,-0.002318,0.012483,-0.002319,0.012484,-0.035389,0.190548,-0.000068,0.000297,-0.035392,0.190563,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,7.254040,7.428832,82.127641,52.309536,82.127641,52.309536,82.127641,Tracking pass
2026-03-25T00:53:30.957065+00:00,1.070367,1.061376,1,0,0,1.120367,1.120367,329.743019,0.311866,89.381087,59.741564,89.379318,59.751092,-0.002363,0.012723,-0.002363,0.012724,-0.035393,0.190568,-0.000068,0.000297,-0.035397,0.190583,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,7.885969,8.072733,81.493349,51.678359,81.493349,51.678359,81.493349,Tracking pass
