utc_time,elapsed_sec,trajectory_elapsed_sec,sample_visible,tracking_started,rebuilt_trajectory,target_elapsed_sec,ideal_target_elapsed_sec,az_deg,el_deg,raw_x_angle_deg,raw_y_angle_deg,cmd_x_angle_deg,cmd_y_angle_deg,raw_dx_deg,raw_dy_deg,cmd_dx_deg,cmd_dy_deg,x_vel_deg_per_s,y_vel_deg_per_s,x_acc_deg_per_s2,y_acc_deg_per_s2,cmd_x_vel_ff_deg_per_s,cmd_y_vel_ff_deg_per_s,x_control_mode,x_input_mode,y_control_mode,y_input_mode,x_controller_vel_limit,y_controller_vel_limit,x_traj_vel_limit,x_traj_accel_limit,x_traj_decel_limit,y_traj_vel_limit,y_traj_accel_limit,y_traj_decel_limit,x_actual_deg,y_actual_deg,x_cmd_error_deg,y_cmd_error_deg,x_traj_error_deg,y_traj_error_deg,capture_error_deg,status
2026-03-25T05:00:22.265109+00:00,0.000001,0.000001,0,0,0,0.000001,0.000001,316.689806,-12.184709,107.473390,45.337394,91.000000,45.337394,0.000000,0.000000,0.000000,0.000000,-0.047719,0.033519,-0.000071,0.000058,-0.047719,0.033519,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.002205,-0.009599,90.997795,45.346994,90.997795,45.346994,90.997795,Waiting for rise in 260.5 s
2026-03-25T05:00:22.301344+00:00,0.036221,0.036221,0,0,0,0.036221,0.036221,316.690747,-12.183258,107.471660,45.338609,91.000000,45.338609,-0.001729,0.001215,0.000000,0.000000,-0.047722,0.033521,-0.000071,0.000058,-0.047722,0.033521,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.002334,-0.009513,90.997666,45.348122,90.997666,45.348122,90.997666,Waiting for rise in 260.4 s
2026-03-25T05:00:22.321663+00:00,0.056547,0.056547,0,0,0,0.056547,0.056547,316.691274,-12.182444,107.470691,45.339290,91.000000,45.339290,-0.000970,0.000681,0.000000,0.000000,-0.047723,0.033522,-0.000072,0.000058,-0.047723,0.033522,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.002291,-0.009642,90.997709,45.348932,90.997709,45.348932,90.997709,Waiting for rise in 260.4 s
2026-03-25T05:00:22.348302+00:00,0.083176,0.083176,0,0,0,0.083176,0.083176,316.691966,-12.181377,107.469419,45.340183,91.000000,45.340183,-0.001271,0.000893,0.000000,0.000000,-0.047725,0.033523,-0.000072,0.000058,-0.047725,0.033523,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.002291,-0.009642,90.997709,45.349825,90.997709,45.349825,90.997709,Waiting for rise in 260.4 s
2026-03-25T05:00:22.372722+00:00,0.107598,0.107598,0,0,0,0.107598,0.107598,316.692600,-12.180398,107.468254,45.341002,91.000000,45.341002,-0.001165,0.000819,0.000000,0.000000,-0.047727,0.033525,-0.000071,0.000058,-0.047727,0.033525,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.002248,-0.009599,90.997752,45.350601,90.997752,45.350601,90.997752,Waiting for rise in 260.3 s
2026-03-25T05:00:22.390276+00:00,0.125151,0.125151,0,0,0,0.125151,0.125151,316.693056,-12.179695,107.467416,45.341590,91.000000,45.341590,-0.000838,0.000589,0.000000,0.000000,-0.047728,0.033526,-0.000071,0.000058,-0.047728,0.033526,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.002248,-0.009642,90.997752,45.351232,90.997752,45.351232,90.997752,Waiting for rise in 260.3 s
2026-03-25T05:00:22.410185+00:00,0.145063,0.145063,0,0,0,0.145063,0.145063,316.693573,-12.178898,107.466466,45.342258,91.000000,45.342258,-0.000950,0.000667,0.000000,0.000000,-0.047729,0.033527,-0.000072,0.000058,-0.047729,0.033527,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.002248,-0.009556,90.997752,45.351814,90.997752,45.351814,90.997752,Waiting for rise in 260.3 s
2026-03-25T05:00:22.431133+00:00,0.166017,0.166017,0,0,0,0.166017,0.166017,316.694118,-12.178058,107.465466,45.342960,91.000000,45.342960,-0.001000,0.000702,0.000000,0.000000,-0.047731,0.033528,-0.000072,0.000058,-0.047731,0.033528,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.002291,-0.009599,90.997709,45.352559,90.997709,45.352559,90.997709,Waiting for rise in 260.3 s
2026-03-25T05:00:22.456487+00:00,0.191353,0.191353,0,0,0,0.191353,0.191353,316.694776,-12.177043,107.464256,45.343810,91.000000,45.343810,-0.001210,0.000850,0.000000,0.000000,-0.047733,0.033530,-0.000072,0.000058,-0.047733,0.033530,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.002291,-0.009599,90.997709,45.353409,90.997709,45.353409,90.997709,Waiting for rise in 260.3 s
2026-03-25T05:00:22.474900+00:00,0.209774,0.209774,0,0,0,0.209774,0.209774,316.695255,-12.176305,107.463377,45.344428,91.000000,45.344428,-0.000879,0.000617,0.000000,0.000000,-0.047734,0.033531,-0.000072,0.000058,-0.047734,0.033531,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.002334,-0.009642,90.997666,45.354070,90.997666,45.354070,90.997666,Waiting for rise in 260.2 s
2026-03-25T05:00:22.494282+00:00,0.229151,0.229151,0,0,0,0.229151,0.229151,316.695758,-12.175529,107.462452,45.345077,91.000000,45.345077,-0.000925,0.000650,0.000000,0.000000,-0.047736,0.033532,-0.000072,0.000058,-0.047736,0.033532,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.002334,-0.009556,90.997666,45.354634,90.997666,45.354634,90.997666,Waiting for rise in 260.2 s
2026-03-25T05:00:22.513361+00:00,0.248239,0.248239,0,0,0,0.248239,0.248239,316.696254,-12.174764,107.461541,45.345717,91.000000,45.345717,-0.000911,0.000640,0.000000,0.000000,-0.047737,0.033533,-0.000072,0.000058,-0.047737,0.033533,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.002291,-0.009599,90.997709,45.355316,90.997709,45.355316,90.997709,Waiting for rise in 260.2 s
2026-03-25T05:00:22.531623+00:00,0.266495,0.266495,0,0,0,0.266495,0.266495,316.696728,-12.174033,107.460669,45.346330,91.000000,45.346330,-0.000872,0.000612,0.000000,0.000000,-0.047738,0.033534,-0.000071,0.000058,-0.047738,0.033534,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.002291,-0.009599,90.997709,45.355929,90.997709,45.355929,90.997709,Waiting for rise in 260.2 s
2026-03-25T05:00:22.555433+00:00,0.290312,0.290312,0,0,0,0.290312,0.290312,316.697347,-12.173079,107.459533,45.347128,91.000000,45.347128,-0.001137,0.000798,0.000000,0.000000,-0.047740,0.033535,-0.000071,0.000058,-0.047740,0.033535,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.002334,-0.009513,90.997666,45.356641,90.997666,45.356641,90.997666,Waiting for rise in 260.2 s
