utc_time,elapsed_sec,trajectory_elapsed_sec,sample_visible,tracking_started,rebuilt_trajectory,target_elapsed_sec,ideal_target_elapsed_sec,az_deg,el_deg,raw_x_angle_deg,raw_y_angle_deg,cmd_x_angle_deg,cmd_y_angle_deg,raw_dx_deg,raw_dy_deg,cmd_dx_deg,cmd_dy_deg,x_vel_deg_per_s,y_vel_deg_per_s,x_acc_deg_per_s2,y_acc_deg_per_s2,x_control_mode,x_input_mode,y_control_mode,y_input_mode,x_traj_vel_limit,x_traj_accel_limit,x_traj_decel_limit,y_traj_vel_limit,y_traj_accel_limit,y_traj_decel_limit,x_actual_deg,y_actual_deg,x_cmd_error_deg,y_cmd_error_deg,x_traj_error_deg,y_traj_error_deg,capture_error_deg,status
2026-03-24T01:50:40.241755+00:00,0.000001,0.000000,1,0,1,0.050001,0.050001,238.891640,0.642214,89.249929,-31.106188,89.246125,-31.106108,0.000000,0.000000,0.000000,0.000000,-0.076082,0.001611,-6.086558,0.128870,3,5,3,5,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.029671,0.044431,89.216454,-31.150539,89.216454,-31.150539,89.216454,Waiting for rise in 5769.7 s
2026-03-24T01:50:40.330536+00:00,0.088777,0.088776,1,0,0,0.138777,0.138777,238.891744,0.647999,89.243174,-31.106045,89.239369,-31.105964,-0.006755,0.000143,-0.006756,0.000143,-0.076099,0.001614,-0.000269,0.000042,3,5,3,5,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.050356,0.019755,89.189013,-31.125719,89.189013,-31.125719,89.189013,Tracking pass
2026-03-24T01:50:40.398225+00:00,0.156456,0.156455,1,0,0,0.206456,0.206456,238.891823,0.652410,89.238023,-31.105936,89.234217,-31.105855,-0.005151,0.000109,-0.005152,0.000109,-0.076117,0.001616,-0.000269,0.000042,3,5,3,5,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.224593,-0.156713,89.009625,-30.949142,89.009625,-30.949142,89.009625,Tracking pass
2026-03-24T01:50:40.461215+00:00,0.219449,0.219448,1,0,0,0.269449,0.269449,238.891896,0.656516,89.233228,-31.105834,89.229421,-31.105753,-0.004795,0.000102,-0.004796,0.000102,-0.076134,0.001619,-0.000269,0.000042,3,5,3,5,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.478179,-0.434762,88.751242,-30.670991,88.751242,-30.670991,88.751242,Tracking pass
2026-03-24T01:50:40.520530+00:00,0.278758,0.278757,1,0,0,0.328758,0.328758,238.891966,0.660383,89.228712,-31.105738,89.224904,-31.105657,-0.004516,0.000096,-0.004517,0.000096,-0.076150,0.001622,-0.000269,0.000043,3,5,3,5,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.838454,-0.819369,88.386451,-30.286288,88.386451,-30.286288,88.386451,Tracking pass
2026-03-24T01:50:40.582211+00:00,0.340433,0.340432,1,0,0,0.390433,0.390433,238.892038,0.664406,89.224015,-31.105638,89.220206,-31.105556,-0.004697,0.000100,-0.004698,0.000100,-0.076167,0.001624,-0.000269,0.000043,3,5,3,5,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,1.415965,-1.350060,87.804241,-29.755496,87.804241,-29.755496,87.804241,Tracking pass
2026-03-24T01:50:40.647935+00:00,0.406137,0.406136,1,0,0,0.456137,0.456137,238.892115,0.668692,89.219010,-31.105531,89.215200,-31.105449,-0.005005,0.000107,-0.005006,0.000107,-0.076184,0.001627,-0.000269,0.000043,3,5,3,5,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,2.064288,-1.957055,87.150913,-29.148395,87.150913,-29.148395,87.150913,Tracking pass
2026-03-24T01:50:40.716086+00:00,0.474307,0.474306,1,0,0,0.524307,0.524307,238.892194,0.673140,89.213816,-31.105420,89.210005,-31.105338,-0.005194,0.000111,-0.005195,0.000111,-0.076203,0.001630,-0.000270,0.000043,3,5,3,5,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,2.692225,-2.558856,86.517781,-28.546482,86.517781,-28.546482,86.517781,Tracking pass
2026-03-24T01:50:40.779725+00:00,0.537948,0.537948,1,0,0,0.587948,0.587948,238.892268,0.677293,89.208966,-31.105316,89.205154,-31.105234,-0.004850,0.000104,-0.004851,0.000104,-0.076220,0.001633,-0.000270,0.000043,3,5,3,5,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,3.250167,-3.152547,85.954987,-27.952687,85.954987,-27.952687,85.954987,Tracking pass
2026-03-24T01:50:40.847010+00:00,0.605200,0.605199,1,0,0,0.655200,0.655200,238.892347,0.681683,89.203839,-31.105206,89.200027,-31.105124,-0.005126,0.000110,-0.005127,0.000110,-0.076238,0.001636,-0.000270,0.000043,3,5,3,5,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,3.829052,-3.749500,85.370975,-27.355625,85.370975,-27.355625,85.370975,Tracking pass
