utc_time,elapsed_sec,trajectory_elapsed_sec,sample_visible,tracking_started,rebuilt_trajectory,target_elapsed_sec,ideal_target_elapsed_sec,az_deg,el_deg,raw_x_angle_deg,raw_y_angle_deg,cmd_x_angle_deg,cmd_y_angle_deg,raw_dx_deg,raw_dy_deg,cmd_dx_deg,cmd_dy_deg,x_vel_deg_per_s,y_vel_deg_per_s,x_acc_deg_per_s2,y_acc_deg_per_s2,cmd_x_vel_ff_deg_per_s,cmd_y_vel_ff_deg_per_s,x_control_mode,x_input_mode,y_control_mode,y_input_mode,x_controller_vel_limit,y_controller_vel_limit,x_traj_vel_limit,x_traj_accel_limit,x_traj_decel_limit,y_traj_vel_limit,y_traj_accel_limit,y_traj_decel_limit,x_actual_deg,y_actual_deg,x_cmd_error_deg,y_cmd_error_deg,x_traj_error_deg,y_traj_error_deg,capture_error_deg,status
2026-03-25T03:31:42.829057+00:00,0.000000,0.000000,0,0,1,0.000000,0.000000,169.927188,0.000006,-89.999966,-79.927188,-89.999966,-79.927188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,84.272363,40.518751,-174.272329,-120.445939,5.727637,-124.041889,174.272329,Prepointing rise in 29.3 s
2026-03-25T03:31:42.896939+00:00,0.067874,0.067874,0,0,0,0.067874,0.067874,169.927188,0.000006,-89.999966,-79.927188,-89.999966,-79.927188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,84.272148,40.518450,-174.272114,-120.445639,5.727852,-124.034298,174.272114,Prepointing rise in 29.2 s
2026-03-25T03:31:42.919479+00:00,0.090398,0.090398,0,0,0,0.090398,0.090398,169.927188,0.000006,-89.999966,-79.927188,-89.999966,-79.927188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,84.278929,40.507206,-174.278895,-120.434395,5.721071,-124.020634,174.278895,Prepointing rise in 29.2 s
2026-03-25T03:31:42.942295+00:00,0.113221,0.113221,0,0,0,0.113221,0.113221,169.927188,0.000006,-89.999966,-79.927188,-89.999966,-79.927188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,84.283135,40.465235,-174.283100,-120.392424,5.716865,-123.976209,174.283100,Prepointing rise in 29.2 s
2026-03-25T03:31:42.971473+00:00,0.142397,0.142397,0,0,0,0.142397,0.142397,169.927188,0.000006,-89.999966,-79.927188,-89.999966,-79.927188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,84.284894,40.410132,-174.284860,-120.337320,5.715106,-123.917968,174.284860,Prepointing rise in 29.1 s
2026-03-25T03:31:42.993814+00:00,0.164741,0.164741,0,0,0,0.164741,0.164741,169.927188,0.000006,-89.999966,-79.927188,-89.999966,-79.927188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,84.252407,40.345416,-174.252373,-120.272604,5.747593,-123.850849,174.252373,Prepointing rise in 29.1 s
2026-03-25T03:31:43.014597+00:00,0.185525,0.185525,0,0,0,0.185525,0.185525,169.927188,0.000006,-89.999966,-79.927188,-89.999966,-79.927188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,84.176962,40.262374,-174.176928,-120.189563,5.823038,-123.765571,174.176928,Prepointing rise in 29.1 s
2026-03-25T03:31:43.036042+00:00,0.206970,0.206969,0,0,0,0.206970,0.206970,169.927188,0.000006,-89.999966,-79.927188,-89.999966,-79.927188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,84.120357,40.174784,-174.120323,-120.101972,5.879643,-123.675673,174.120323,Prepointing rise in 29.1 s
2026-03-25T03:31:43.057653+00:00,0.228577,0.228577,0,0,0,0.228577,0.228577,169.927188,0.000006,-89.999966,-79.927188,-89.999966,-79.927188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,84.032853,40.071101,-174.032818,-119.998289,5.967147,-123.569664,174.032818,Prepointing rise in 29.0 s
2026-03-25T03:31:43.084231+00:00,0.255155,0.255155,0,0,0,0.255155,0.255155,169.927188,0.000006,-89.999966,-79.927188,-89.999966,-79.927188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,83.883378,39.910941,-173.883344,-119.838129,6.116622,-123.406642,173.883344,Prepointing rise in 29.0 s
