utc_time,elapsed_sec,trajectory_elapsed_sec,sample_visible,tracking_started,rebuilt_trajectory,target_elapsed_sec,ideal_target_elapsed_sec,az_deg,el_deg,raw_x_angle_deg,raw_y_angle_deg,cmd_x_angle_deg,cmd_y_angle_deg,raw_dx_deg,raw_dy_deg,cmd_dx_deg,cmd_dy_deg,x_vel_deg_per_s,y_vel_deg_per_s,x_acc_deg_per_s2,y_acc_deg_per_s2,x_actual_deg,y_actual_deg,x_cmd_error_deg,y_cmd_error_deg,x_traj_error_deg,y_traj_error_deg,capture_error_deg,status
2026-03-23T21:44:14.376989+00:00,0.000002,0.000000,0,0,1,0.000002,0.000002,189.296090,-4.422731,115.585453,-79.713804,90.000000,-79.713804,0.000000,0.000000,0.000000,0.000000,-0.066947,-0.083311,-5.355756,-6.664886,0.000446,-0.007840,89.999554,-79.705964,89.999554,-79.705964,89.999554,Waiting for rise in 89.9 s
2026-03-23T21:44:14.463485+00:00,0.086484,0.086482,0,0,0,0.086484,0.086484,189.289994,-4.418725,115.579662,-79.721009,90.000000,-79.721009,-0.005791,-0.007205,0.000000,0.000000,-0.066981,-0.083330,-0.000548,-0.000304,0.000360,-0.007926,89.999640,-79.713084,89.999640,-79.713084,89.999640,Waiting for rise in 89.8 s
2026-03-23T21:44:14.519340+00:00,0.142329,0.142327,0,0,0,0.142329,0.142329,189.286056,-4.416138,115.575921,-79.725663,90.000000,-79.725663,-0.003741,-0.004654,0.000000,0.000000,-0.067011,-0.083347,-0.000548,-0.000304,0.000317,-0.007797,89.999683,-79.717867,89.999683,-79.717866,89.999683,Waiting for rise in 89.8 s
2026-03-23T21:44:14.582920+00:00,0.205917,0.205915,0,0,0,0.205917,0.205917,189.281572,-4.413193,115.571659,-79.730964,90.000000,-79.730964,-0.004262,-0.005300,0.000000,0.000000,-0.067046,-0.083366,-0.000549,-0.000304,0.000446,-0.007797,89.999554,-79.723167,89.999554,-79.723167,89.999554,Waiting for rise in 89.7 s
2026-03-23T21:44:14.638099+00:00,0.261069,0.261067,0,0,0,0.261069,0.261069,189.277681,-4.410637,115.567960,-79.735562,90.000000,-79.735562,-0.003699,-0.004598,0.000000,0.000000,-0.067076,-0.083383,-0.000550,-0.000304,0.000489,-0.007754,89.999511,-79.727808,89.999511,-79.727808,89.999511,Waiting for rise in 89.6 s
2026-03-23T21:44:14.702743+00:00,0.325734,0.325732,0,0,0,0.325734,0.325734,189.273117,-4.407641,115.563622,-79.740955,90.000000,-79.740955,-0.004339,-0.005393,0.000000,0.000000,-0.067112,-0.083402,-0.000551,-0.000304,0.000489,-0.007797,89.999511,-79.733158,89.999511,-79.733158,89.999511,Waiting for rise in 89.6 s
2026-03-23T21:44:14.757723+00:00,0.380719,0.380717,0,0,0,0.380719,0.380719,189.269236,-4.405094,115.559931,-79.745541,90.000000,-79.745541,-0.003691,-0.004586,0.000000,0.000000,-0.067142,-0.083419,-0.000552,-0.000304,0.000489,-0.007754,89.999511,-79.737787,89.999511,-79.737787,89.999511,Waiting for rise in 89.5 s
2026-03-23T21:44:14.813950+00:00,0.436892,0.436890,0,0,0,0.436892,0.436892,189.265270,-4.402491,115.556158,-79.750227,90.000000,-79.750227,-0.003772,-0.004686,0.000000,0.000000,-0.067173,-0.083436,-0.000553,-0.000305,0.000360,-0.007840,89.999640,-79.742388,89.999640,-79.742388,89.999640,Waiting for rise in 89.5 s
2026-03-23T21:44:14.870800+00:00,0.493788,0.493786,0,0,0,0.493788,0.493788,189.261251,-4.399854,115.552336,-79.754975,90.000000,-79.754975,-0.003823,-0.004748,0.000000,0.000000,-0.067205,-0.083454,-0.000554,-0.000305,0.000446,-0.007797,89.999554,-79.747178,89.999554,-79.747178,89.999554,Waiting for rise in 89.4 s
2026-03-23T21:44:14.935509+00:00,0.558490,0.558488,0,0,0,0.558490,0.558490,189.256681,-4.396855,115.547986,-79.760375,90.000000,-79.760375,-0.004349,-0.005400,0.000000,0.000000,-0.067241,-0.083473,-0.000555,-0.000305,0.000446,-0.007840,89.999554,-79.752536,89.999554,-79.752536,89.999554,Waiting for rise in 89.3 s
2026-03-23T21:44:14.991318+00:00,0.614304,0.614302,0,0,0,0.614304,0.614304,189.252737,-4.394269,115.544232,-79.765035,90.000000,-79.765035,-0.003754,-0.004659,0.000000,0.000000,-0.067272,-0.083490,-0.000556,-0.000305,0.000489,-0.007797,89.999511,-79.757238,89.999511,-79.757238,89.999511,Waiting for rise in 89.3 s
2026-03-23T21:44:15.045337+00:00,0.668300,0.668298,0,0,0,0.668300,0.668300,189.248920,-4.391766,115.540599,-79.769543,90.000000,-79.769543,-0.003633,-0.004509,0.000000,0.000000,-0.067302,-0.083507,-0.000557,-0.000305,0.000360,-0.007754,89.999640,-79.761789,89.999640,-79.761789,89.999640,Waiting for rise in 89.2 s
2026-03-23T21:44:15.100443+00:00,0.723409,0.723407,0,0,0,0.723409,0.723409,189.245024,-4.389211,115.536889,-79.774146,90.000000,-79.774146,-0.003710,-0.004602,0.000000,0.000000,-0.067332,-0.083524,-0.000558,-0.000305,0.000403,-0.007840,89.999597,-79.766306,89.999597,-79.766306,89.999597,Waiting for rise in 89.2 s
2026-03-23T21:44:15.164390+00:00,0.787363,0.787361,0,0,0,0.787363,0.787363,189.240501,-4.386246,115.532582,-79.779488,90.000000,-79.779488,-0.004307,-0.005342,0.000000,0.000000,-0.067368,-0.083543,-0.000559,-0.000305,0.000446,-0.007840,89.999554,-79.771648,89.999554,-79.771648,89.999554,Waiting for rise in 89.1 s
2026-03-23T21:44:15.221361+00:00,0.844344,0.844342,0,0,0,0.844344,0.844344,189.236471,-4.383605,115.528742,-79.784249,90.000000,-79.784249,-0.003840,-0.004761,0.000000,0.000000,-0.067400,-0.083561,-0.000559,-0.000305,0.000403,-0.007797,89.999597,-79.776452,89.999597,-79.776452,89.999597,Waiting for rise in 89.1 s
2026-03-23T21:44:15.285110+00:00,0.908074,0.908072,0,0,0,0.908074,0.908074,189.231962,-4.380650,115.524446,-79.789575,90.000000,-79.789575,-0.004297,-0.005326,0.000000,0.000000,-0.067436,-0.083580,-0.000560,-0.000305,0.000489,-0.007668,89.999511,-79.781907,89.999511,-79.781907,89.999511,Waiting for rise in 89.0 s
2026-03-23T21:44:15.342517+00:00,0.965505,0.965503,0,0,0,0.965505,0.965505,189.227897,-4.377987,115.520572,-79.794375,90.000000,-79.794375,-0.003874,-0.004801,0.000000,0.000000,-0.067468,-0.083598,-0.000561,-0.000306,0.000489,-0.007840,89.999511,-79.786536,89.999511,-79.786536,89.999511,Waiting for rise in 88.9 s
2026-03-23T21:44:15.399509+00:00,1.022486,1.022484,0,0,0,1.022486,1.022486,189.223863,-4.375345,115.516727,-79.799139,90.000000,-79.799139,-0.003845,-0.004764,0.000000,0.000000,-0.067500,-0.083615,-0.000562,-0.000306,0.000446,-0.007797,89.999554,-79.791343,89.999554,-79.791343,89.999554,Waiting for rise in 88.9 s
2026-03-23T21:44:15.454667+00:00,1.077652,1.077650,0,0,0,1.077652,1.077652,189.219956,-4.372786,115.513002,-79.803753,90.000000,-79.803753,-0.003725,-0.004613,0.000000,0.000000,-0.067531,-0.083632,-0.000563,-0.000306,0.000403,-0.007754,89.999597,-79.795999,89.999597,-79.795999,89.999597,Waiting for rise in 88.8 s
2026-03-23T21:44:15.509566+00:00,1.132540,1.132538,0,0,0,1.132540,1.132540,189.216069,-4.370241,115.509295,-79.808343,90.000000,-79.808343,-0.003707,-0.004591,0.000000,0.000000,-0.067562,-0.083649,-0.000564,-0.000306,0.000360,-0.007968,89.999640,-79.800375,89.999640,-79.800375,89.999640,Waiting for rise in 88.8 s
