utc_time,elapsed_sec,trajectory_elapsed_sec,sample_visible,tracking_started,rebuilt_trajectory,target_elapsed_sec,ideal_target_elapsed_sec,az_deg,el_deg,raw_x_angle_deg,raw_y_angle_deg,cmd_x_angle_deg,cmd_y_angle_deg,raw_dx_deg,raw_dy_deg,cmd_dx_deg,cmd_dy_deg,x_vel_deg_per_s,y_vel_deg_per_s,x_acc_deg_per_s2,y_acc_deg_per_s2,x_actual_deg,y_actual_deg,x_cmd_error_deg,y_cmd_error_deg,x_traj_error_deg,y_traj_error_deg,capture_error_deg,status
2026-03-23T20:43:30.773658+00:00,0.000001,0.000000,1,0,1,0.050001,0.050001,344.417753,1.643231,83.904151,74.333484,83.892717,74.341022,0.000000,0.000000,0.000000,0.000000,-0.228680,0.150758,-18.294409,12.060649,0.069110,-0.080238,83.823607,74.421260,83.823607,74.421260,83.823607,Waiting for rise in 5641.5 s
2026-03-23T20:43:30.889298+00:00,0.115619,0.115618,1,0,0,0.165619,0.165619,344.435833,1.648547,83.877693,74.350916,83.866234,74.358457,-0.026458,0.017432,-0.026483,0.017435,-0.229095,0.150801,-0.004583,0.000473,0.090010,-0.077706,83.776224,74.436162,83.776224,74.436162,83.776224,Tracking pass
2026-03-23T20:43:30.947228+00:00,0.173563,0.173562,1,0,0,0.223563,0.223563,344.444897,1.651211,83.864411,74.359655,83.852938,74.367197,-0.013283,0.008739,-0.013296,0.008740,-0.229361,0.150828,-0.004592,0.000473,0.228755,0.070953,83.624183,74.296244,83.624183,74.296244,83.624183,Tracking pass
2026-03-23T20:43:31.006236+00:00,0.232560,0.232559,1,0,0,0.282560,0.282560,344.454129,1.653923,83.850871,74.368554,83.839385,74.376097,-0.013539,0.008899,-0.013553,0.008901,-0.229632,0.150856,-0.004602,0.000473,0.453975,0.386638,83.385410,73.989459,83.385410,73.989459,83.385410,Tracking pass
2026-03-23T20:43:31.078597+00:00,0.304929,0.304928,1,0,0,0.354929,0.354929,344.465457,1.657251,83.834242,74.379473,83.822738,74.387018,-0.016629,0.010918,-0.016647,0.010920,-0.229965,0.150891,-0.004613,0.000472,0.854289,0.765323,82.968449,73.621695,82.968449,73.621695,82.968449,Tracking pass
2026-03-23T20:43:31.134812+00:00,0.361144,0.361143,1,0,0,0.411144,0.411144,344.474259,1.659835,83.821307,74.387956,83.809791,74.395502,-0.012935,0.008483,-0.012948,0.008484,-0.230225,0.150917,-0.004622,0.000472,1.355240,1.132807,82.454550,73.262695,82.454550,73.262695,82.454550,Tracking pass
2026-03-23T20:43:31.193904+00:00,0.420233,0.420233,1,0,0,0.470233,0.470233,344.483513,1.662552,83.807694,74.396874,83.796165,74.404422,-0.013612,0.008919,-0.013626,0.008920,-0.230498,0.150945,-0.004631,0.000472,1.919792,1.681351,81.876373,72.723071,81.876373,72.723071,81.876373,Tracking pass
2026-03-23T20:43:31.250767+00:00,0.477089,0.477088,1,0,0,0.527089,0.527089,344.492420,1.665165,83.794581,74.405457,83.783039,74.413006,-0.013113,0.008583,-0.013126,0.008584,-0.230762,0.150972,-0.004640,0.000472,2.467306,2.247705,81.315734,72.165301,81.315734,72.165301,81.315734,Tracking pass
2026-03-23T20:43:31.310700+00:00,0.537025,0.537024,1,0,0,0.587025,0.587025,344.501812,1.667921,83.780743,74.414507,83.769186,74.422057,-0.013839,0.009049,-0.013853,0.009051,-0.231040,0.151000,-0.004649,0.000471,3.021257,2.823886,80.747929,71.598171,80.747929,71.598171,80.747929,Tracking pass
2026-03-23T20:43:31.373584+00:00,0.599909,0.599908,1,0,0,0.649909,0.649909,344.511668,1.670812,83.766206,74.424003,83.754633,74.431555,-0.014537,0.009496,-0.014553,0.009498,-0.231333,0.151030,-0.004659,0.000471,3.557656,3.399596,80.196978,71.031959,80.196978,71.031959,80.196978,Tracking pass
