utc_time,elapsed_sec,trajectory_elapsed_sec,sample_visible,tracking_started,rebuilt_trajectory,target_elapsed_sec,ideal_target_elapsed_sec,az_deg,el_deg,raw_x_angle_deg,raw_y_angle_deg,cmd_x_angle_deg,cmd_y_angle_deg,raw_dx_deg,raw_dy_deg,cmd_dx_deg,cmd_dy_deg,x_vel_deg_per_s,y_vel_deg_per_s,x_acc_deg_per_s2,y_acc_deg_per_s2,cmd_x_vel_ff_deg_per_s,cmd_y_vel_ff_deg_per_s,x_control_mode,x_input_mode,y_control_mode,y_input_mode,x_controller_vel_limit,y_controller_vel_limit,x_pos_gain,x_vel_gain,x_vel_integrator_gain,y_pos_gain,y_vel_gain,y_vel_integrator_gain,x_traj_vel_limit,x_traj_accel_limit,x_traj_decel_limit,y_traj_vel_limit,y_traj_accel_limit,y_traj_decel_limit,x_actual_deg,y_actual_deg,x_cmd_error_deg,y_cmd_error_deg,x_traj_error_deg,y_traj_error_deg,capture_error_deg,status
2026-03-24T23:44:17.588136+00:00,0.012734,0.000000,0,0,1,0.012734,0.012734,186.191161,0.000023,89.999783,-83.808839,89.999783,-83.808839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,-0.001443,0.014820,90.001226,-83.823659,91.001443,-83.002528,90.001226,Prepointing rise in 6.2 s
2026-03-24T23:44:17.667921+00:00,0.092527,0.079792,0,0,0,0.092527,0.092527,186.191161,0.000023,89.999783,-83.808839,89.999783,-83.808839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.006153,-0.016466,89.993630,-83.792374,90.993847,-82.981780,89.993630,Prepointing rise in 6.1 s
2026-03-24T23:44:17.731043+00:00,0.155654,0.142920,0,0,0,0.155654,0.155654,186.191161,0.000023,89.999783,-83.808839,89.999783,-83.808839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.163953,-0.179759,89.835830,-83.629081,90.836047,-82.826826,89.835830,Prepointing rise in 6.0 s
2026-03-24T23:44:17.793814+00:00,0.218409,0.205675,0,0,0,0.218409,0.218409,186.191161,0.000023,89.999783,-83.808839,89.999783,-83.808839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.425908,-0.469866,89.573875,-83.338973,90.574092,-82.545009,89.573875,Prepointing rise in 6.0 s
2026-03-24T23:44:17.858127+00:00,0.282718,0.269984,0,0,0,0.282718,0.282718,186.191161,0.000023,89.999783,-83.808839,89.999783,-83.808839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,0.870254,-0.852113,89.129529,-82.956726,90.129746,-82.171260,89.129529,Prepointing rise in 5.9 s
2026-03-24T23:44:17.923492+00:00,0.348078,0.335343,0,0,0,0.348078,0.348078,186.191161,0.000023,89.999783,-83.808839,89.999783,-83.808839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,1.387083,-1.433530,88.612700,-82.375309,89.612917,-81.598481,88.612700,Prepointing rise in 5.8 s
2026-03-24T23:44:17.987973+00:00,0.412568,0.399833,0,0,0,0.412568,0.412568,186.191161,0.000023,89.999783,-83.808839,89.999783,-83.808839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,2.001974,-2.021170,87.997809,-81.787669,88.998026,-81.019367,87.997809,Prepointing rise in 5.8 s
2026-03-24T23:44:18.054541+00:00,0.479125,0.466390,0,0,0,0.479125,0.479125,186.191161,0.000023,89.999783,-83.808839,89.999783,-83.808839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,2.660811,-2.690692,87.338972,-81.118147,88.339189,-80.358645,87.338972,Prepointing rise in 5.7 s
2026-03-24T23:44:18.124390+00:00,0.548978,0.536244,0,0,0,0.548978,0.548978,186.191161,0.000023,89.999783,-83.808839,89.999783,-83.808839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,3.250124,-3.301077,86.749659,-80.507762,87.749876,-79.757498,86.749659,Prepointing rise in 5.6 s
2026-03-24T23:44:18.192755+00:00,0.617347,0.604613,0,0,0,0.617347,0.617347,186.191161,0.000023,89.999783,-83.808839,89.999783,-83.808839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,5,3,5,100.000000,100.000000,50.000000,0.150000,1.000000,50.000000,0.150000,1.000000,50.000000,100.000000,100.000000,50.000000,100.000000,100.000000,3.895357,-3.963647,86.104427,-79.845192,87.104643,-79.103972,86.104427,Prepointing rise in 5.6 s
